len,ID,Date,Source,Likes,RTs,SA,Text,location
142,sylvainfaust,2017-12-06,Twitter for iPad,4,2,1,"b'#CSeries #Bombardier and the Famous ""Little"" part of Fuselage made in #China.\n#Q400 #cdnpoli #polqc #Boeing #Airbus\xe2\x80\xa6 https://t.co/NIp5chfNJn'",
108,bouroux,2017-12-06,Twitter Web Client,0,1,1,b'RT @e_russell: More on the #CSeries visit to Aeromexico in Mexico City. h/t @ghimlay https://t.co/xbvppSJ2Th',Montreal  Canada
141,MO_Gagne1,2017-12-06,Twitter for iPhone,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",Cap-Rouge
142,sylvainfaust,2017-12-06,Twitter for iPad,0,3,1,b'RT @theFliegerFaust: #Aeromexico would offer a short-term solution to #Bombardier and #Delta first few #CSeries https://t.co/YruKPaB8Oo htt\xe2\x80\xa6',
141,BoycottBoeing,2017-12-06,Twitter for iPhone,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",
141,bwh78,2017-12-06,Twitter for iPhone,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'","Toronto, Ontario"
141,airinsight,2017-12-06,Twitter for iPad,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",In the sky
134,bernlafreniere,2017-12-06,Twitter for iPhone,0,0,-1,"b'@InfoAeroQuebec @HuffPostBlog Boeing is no more American than the CSeries would be. Unless you are biased as shit, you should lnow it.'",Montréal
142,sn26567,2017-12-05,Twitter Web Client,0,0,1,"b""@Albertoriva Is it really Trump? Isn't it rather Boeing itself which requested import duties on the CSeries? If so,\xe2\x80\xa6 https://t.co/e6G2v5prZB""",Belgium
144,breakaway23,2017-12-05,Twitter for iPad,0,3,-1,b'RT @TheWoracle: If @Boeing had taken international trade rules route on CSeries this would be sad. It didn\xe2\x80\x99t. Canada drops F/A-18E/F https:\xe2\x80\xa6',"McKinney, TX #budsallday"
120,cllrjohnkyle,2017-12-05,Twitter for iPhone,0,5,0,b'RT @GayePartridge: Please sign our petition to have the tariff removed from the cseries aircraft https://t.co/70cajbtY5r',Belfast
144,jchawner,2017-12-05,TweetDeck,0,3,-1,b'RT @TheWoracle: If @Boeing had taken international trade rules route on CSeries this would be sad. It didn\xe2\x80\x99t. Canada drops F/A-18E/F https:\xe2\x80\xa6',"Fort Worth, Texas"
142,TheWoracle,2017-12-05,TweetDeck,2,3,-1,b'If @Boeing had taken international trade rules route on CSeries this would be sad. It didn\xe2\x80\x99t. Canada drops F/A-18E/F https://t.co/KRot73Kdc6',Washington DC
141,PerezEnMexico,2017-12-05,Twitter Web Client,0,1,-1,"b'RT @RWhelanWSJ: Delta had deal to buy a bunch of single-aisle jets from Bombardier. Then Boeing accused Bomb. of dumping, opening door for\xe2\x80\xa6'",Mexico City
141,PierreBus380,2017-12-05,Twitter for iPhone,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",
93,e_russell,2017-12-05,Twitter Web Client,7,1,1,b'More on the #CSeries visit to Aeromexico in Mexico City. h/t @ghimlay https://t.co/xbvppSJ2Th',DC
101,GayePartridge,2017-12-05,Twitter for Android,3,5,0,b'Please sign our petition to have the tariff removed from the cseries aircraft https://t.co/70cajbtY5r',
141,AndreAllard1,2017-12-05,Twitter Web Client,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'","Calixa-Lavallée, Québec"
115,tomkorocz,2017-12-05,Twitter for Android,0,0,0,"b""Aeromexico eyes #Delta's #CSeries jet order amid U.S. trade spat: sources https://t.co/ktAUb28sxE via @YahooFinance""",Seattle
90,pietro_nurra,2017-12-05,Twitter for Android,0,2,1,"b'RT @RAeSTimR: CSeries dispute: ""Fox 2 on the inbound Super Hornet"" https://t.co/0AAhetcQlX'",aerofan
142,brandonsblog,2017-12-05,Twitter for iPhone,0,1,0,b'RT @e_russell: And Aeromexico execs took a look at the #CSeries when it visited Mexico City in November: https://t.co/bGysUgAsa6 h/t @FG_ST\xe2\x80\xa6',"Seattle, WA"
142,e_russell,2017-12-05,TweetDeck,1,1,0,b'And Aeromexico execs took a look at the #CSeries when it visited Mexico City in November: https://t.co/bGysUgAsa6 h\xe2\x80\xa6 https://t.co/I7yy3APItb',DC
90,realmaciej,2017-12-05,Twitter for iPhone,0,2,1,"b'RT @RAeSTimR: CSeries dispute: ""Fox 2 on the inbound Super Hornet"" https://t.co/0AAhetcQlX'",NYC
76,RAeSTimR,2017-12-05,Twitter for Android,4,2,1,"b'CSeries dispute: ""Fox 2 on the inbound Super Hornet"" https://t.co/0AAhetcQlX'",London
141,PatWhite70,2017-12-05,TweetDeck,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",Montréal
142,ReutersMontreal,2017-12-05,Twitter Web Client,18,13,1,"b'#Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sourc\xe2\x80\xa6 https://t.co/LPGblZwDNk'","Montreal, Canada"
116,CoatzaNico,2017-12-05,Twitter for Android,0,0,-1,"b'""Aeromexico May Get Some Of Delta\xe2\x80\x99s CSeries Planes Due To Trade Dispute"" https://t.co/OgoEHrNZRb #4postell #feedly'","Biloxi, MS"
142,theFliegerFaust,2017-12-05,Twitter Web Client,0,1,1,"b'RT @sylvainfaust: #CSeries #Bombardier Delivery Update and the Famous ""Little"" part of Fuselage made in #China.\n#Q400 #cdnpoli #polqc #Boei\xe2\x80\xa6'",
142,sylvainfaust,2017-12-05,Twitter Web Client,1,1,1,"b'#CSeries #Bombardier Delivery Update and the Famous ""Little"" part of Fuselage made in #China.\n#Q400 #cdnpoli #polqc\xe2\x80\xa6 https://t.co/RM5zDxjorp'",
141,sylvainfaust,2017-12-05,Twitter Web Client,0,0,1,b'@jetcitystar buying vote is decent especially trading it for the overall people security... Quebec Parlement voted\xe2\x80\xa6 https://t.co/7mKKBqkgfY',
142,PlaneSpotIsCool,2017-12-05,PlaneSpotterRetweet,0,4,0,"b""RT @mixner3: #Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/PWtYsfc72R #avgeek https://t.co/MZ5iRXa\xe2\x80\xa6""",Worldwide
142,avgeekretweeter,2017-12-05,RoundTeam,0,4,0,"b""RT @mixner3: #Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/PWtYsfc72R #avgeek https://t.co/MZ5iRXa\xe2\x80\xa6""",Read our daily updates at:
129,AvGeeksNet,2017-12-05,Buffer,0,0,0,"b""#Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/K02bIOKtUa #avgeek https://t.co/ahlRqglFKc""","Cleveland, OH"
129,mixner3,2017-12-05,Buffer,1,4,0,"b""#Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/PWtYsfc72R #avgeek https://t.co/MZ5iRXa5jh""","Cleveland, Ohio"
142,RWhelanWSJ,2017-12-05,Twitter Web Client,3,1,-1,"b'Delta had deal to buy a bunch of single-aisle jets from Bombardier. Then Boeing accused Bomb. of dumping, opening d\xe2\x80\xa6 https://t.co/qVmYaiiwTC'",Mexico City 
104,caribb,2017-12-05,Twitter for iPhone,4,1,0,b'I\xe2\x80\x99d prefer a #CSeries (or A320NEO) thank you #boeing #americanairlines #airbus https://t.co/128sFSYLjP',"Montréal, Canada"
109,dadriks,2017-12-05,Twitter for Android,0,1,0,"b""RT @bouroux: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat - Reuters https://t.co/9uSqpSBJuC""",
142,mxaerospace,2017-12-05,TweetDeck,0,0,0,b'@Aeromexico has had talks to take some @bombardierjets CSeries from @Delta to avoid possible US trade duties levied\xe2\x80\xa6 https://t.co/6AvR2OyXth',www.aerospacemx.com
121,iamtriplejay,2017-12-05,Twitter for iPhone,0,0,0,b'@crankyflier @AirlineFlyer @airlineguys What are your thoughts on this? Delta CS Instructor here. https://t.co/2dzT1gX3Zw',
142,FreddyNonStop,2017-12-05,Twitter Web Client,0,1,-1,"b""RT @BoardingArea: Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute - https://t.co/mzN0Xa2R5p via @OneMileataTime http\xe2\x80\xa6""",Mexico
139,LARA_editor,2017-12-05,Twitter for Android,0,2,0,"b'RT @kcreedy: Aeromexico, in which DL owns 49%, considers taking over some DL CSeries order because of duty imposed. https://t.co/OntdwZvRTm'",UK
89,OlivierMarcil,2017-12-05,Twitter Web Client,3,2,1,"b""To read : good article about #Boeing's twisted arguments #CSeries https://t.co/lmmMC5g6JT""",Montréal Qc Canada
144,TheRealMrPirate,2017-12-05,Twitter Web Client,0,2,-1,"b""RT @sylvainfaust: #SWISS : \xe2\x80\x9cWith 20% less fuel consumption, the #CSeries saves fuel for 7000 flights from #Zurich to #London per year, isn'\xe2\x80\xa6""","Davenport, FL / Toronto, CAN"
141,theFliegerFaust,2017-12-05,Twitter for iPad,3,1,1,"b'#CSeries Delivery Update and the Famous ""Little"" part of Fuselage made in #China @LeehamNews @FG_STrim @airinsight\xe2\x80\xa6 https://t.co/5TaM2CJXps'",
144,theFliegerFaust,2017-12-05,Twitter for iPad,0,2,-1,"b""RT @sylvainfaust: #SWISS : \xe2\x80\x9cWith 20% less fuel consumption, the #CSeries saves fuel for 7000 flights from #Zurich to #London per year, isn'\xe2\x80\xa6""",
144,sylvainfaust,2017-12-05,Twitter for iPad,8,2,-1,"b'#SWISS : \xe2\x80\x9cWith 20% less fuel consumption, the #CSeries saves fuel for 7000 flights from #Zurich to #London per year\xe2\x80\xa6 https://t.co/Q7j51Wvn5F'",
123,RealtorDMoore,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/45BcSAv9L1""","San Luis Obispo, CA"
123,RealtorDMoore,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/US0DiZ6boM""","San Luis Obispo, CA"
123,Hare1008,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/yx9rTsuX2g""",
123,Hare1008,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/X774SrhOg9""",
123,CarolHower,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/Ha9mowJpkb""",
123,CarolHower,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/QODZMZUCIL""",
123,SpeculativePig,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/yFnWhtBaPk""",Left Coast
123,SpeculativePig,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/ghKZJtS7P0""",Left Coast
131,FlyingFan1,2017-12-05,Twitter for iPad,0,4,0,"b""RT @e_russell: Aeromexico is considering taking some of Delta's #CSeries orders, sources tell @ReutersAero: https://t.co/Ih1jHGORoX""","Heidenheim, Baden-Württemberg"
142,theFliegerFaust,2017-12-05,Twitter for iPad,0,1,1,b'RT @sylvainfaust: #CSeries at #Aeromexico - One More Picture\n #mexico #bombardier #boeing #delta #travel #aviation #airline https://t.co/r9\xe2\x80\xa6',
129,sylvainfaust,2017-12-05,Twitter for iPad,2,1,1,b'#CSeries at #Aeromexico - One More Picture\n #mexico #bombardier #boeing #delta #travel #aviation #airline https://t.co/r9KJTTCDKo',
140,LatestTravelNew,2017-12-05,Latest Travel News,1,0,1,b'[Author: lucky]  https://t.co/Ac1xvmk8ph This has the potential to get interesting. The Bombardier CSeries is one... https://t.co/Ba8jpi47uV',United States
123,RealtorDMoore,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/lKQVnt8m2h""","San Luis Obispo, CA"
123,RealtorDMoore,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/QldqE0VkwA""","San Luis Obispo, CA"
123,Hare1008,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/7AJjxiAEr8""",
123,Hare1008,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/qMgSA5Kvmx""",
123,CarolHower,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/fk3YP67SPC""",
123,CarolHower,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/5LrvpWZMLy""",
123,SpeculativePig,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/nnbRd6N917""",Left Coast
123,SpeculativePig,2017-12-05,FeedBlitz,0,0,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute via One Mile at a Time - ... https://t.co/8w5XiDecJb""",Left Coast
144,lesliejosephs,2017-12-05,Twitter Web Client,0,0,-1,"b'""It keeps the planes within the Delta family.\xe2\x80\x9d Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat: sour\xe2\x80\xa6 https://t.co/Z2IxqIG9Ge'",New York
140,BoardingArea,2017-12-05,One Mile at a Time BA,2,1,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute - https://t.co/mzN0Xa2R5p via @OneMileataTime https://t.co/TaZwsEDAIh""",
96,EzBrz,2017-12-05,IFTTT,0,0,-1,b'Aeromexico May Get Some Of Delta\xe2\x80\x99s CSeries Planes Due To Trade Dispute https://t.co/zHwLHyPOZ8',"Las Vegas, Nevada"
120,justtraveluk,2017-12-05,IFTTT,0,0,-1,b'Aeromexico May Get Some Of Delta\xe2\x80\x99s CSeries Planes Due To Trade Dispute|https://t.co/LHNnpwgZoo https://t.co/BHZNyOc4EP',Call @ +44 (0) 2076120500
106,MarkBeacham,2017-12-05,IFTTT,0,0,-1,b'Aviation: Aeromexico May Get Some Of Delta\xe2\x80\x99s CSeries Planes Due To Trade Dispute https://t.co/bokc8NI8UG',
138,BestGreenHotel,2017-12-05,dlvr.it,0,0,-1,b'Aeromexico May Get Some Of Delta\xe2\x80\x99s CSeries Planes Due To Trade Dispute https://t.co/sDIhX8gEq0 #travelmotivation https://t.co/1yKjzyXMGb',San Francisco CA
120,OneMileataTime,2017-12-05,One Mile at a Time,2,1,-1,"b""Aeromexico May Get Some Of Delta's CSeries Planes Due To Trade Dispute - https://t.co/oWIr1lQK9c https://t.co/ZZBBgspgxw""",Hopefully traveling!
131,airlineguys,2017-12-05,Twitter for iPhone,0,4,0,"b""RT @e_russell: Aeromexico is considering taking some of Delta's #CSeries orders, sources tell @ReutersAero: https://t.co/Ih1jHGORoX""",A bit of everywhere
86,guildupont,2017-12-05,Twitter for iPhone,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat https://t.co/bKmH3VO7wN""","Nice, France"
131,WandrMe,2017-12-05,TweetDeck,0,4,0,"b""RT @e_russell: Aeromexico is considering taking some of Delta's #CSeries orders, sources tell @ReutersAero: https://t.co/Ih1jHGORoX""","NYC, but usually on a plane!"
116,e_russell,2017-12-05,TweetDeck,3,4,0,"b""Aeromexico is considering taking some of Delta's #CSeries orders, sources tell @ReutersAero: https://t.co/Ih1jHGORoX""",DC
139,designerjet,2017-12-05,Twitter for iPhone,0,2,0,"b'RT @kcreedy: Aeromexico, in which DL owns 49%, considers taking over some DL CSeries order because of duty imposed. https://t.co/OntdwZvRTm'",Denmark
95,bsshim,2017-12-05,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/QybfTCQEo5""","Sacheon, Korea"
142,amran_abocar,2017-12-05,Twitter for iPhone,0,1,1,"b""RT @tden10: New Twist to Bombardier-Boeing spat: Aeromexico eyes Delta's CSeries jet order amid U.S. trade dispute -sources https://t.co/Yx\xe2\x80\xa6""",Views are my own
126,kcreedy,2017-12-05,Hootsuite,1,2,0,"b'Aeromexico, in which DL owns 49%, considers taking over some DL CSeries order because of duty imposed. https://t.co/OntdwZvRTm'",U.S. East Coast
142,BobWolfeSPS,2017-12-05,Twitter for Mac,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Kingston, Ontario"
142,TheAviationBeat,2017-12-05,Twitter Web Client,10,1,1,b'Aeromexico holds talks to take delivery of Delta ordered Bombardier CSeries. Would be a great aircraft to complimen\xe2\x80\xa6 https://t.co/xuxg8Ih5UL',Monaco
135,aviation_graz,2017-12-05,Twitter Web Client,1,1,0,b'\xe2\x9e\xa1 @FlySWISS\n\xe2\x9c\x88 @BBD_Aircraft CS100 HB-JBA\n\xf0\x9f\x8c\x8d landing at #Graz Airport\n#CSeries #CS100 #FlySwiss #LX1512\xe2\x80\xa6 https://t.co/Mww8DH8ZrV',Austria
142,julianoneill,2017-12-05,Twitter for iPhone,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""",Belfast
142,revolution_fr,2017-12-05,Twitter Lite,0,2,0,"b'RT @Gabriel_Espana: ""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/sjle4MkHyR ht\xe2\x80\xa6'",U
142,PRLeblond,2017-12-05,Twitter for iPhone,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Ottawa, Ontario"
142,AirplaneGuy2013,2017-12-05,Twitter for Android,0,3,1,b'RT @theFliegerFaust: #Aeromexico would offer a short-term solution to #Bombardier and #Delta first few #CSeries https://t.co/YruKPaB8Oo htt\xe2\x80\xa6',Flight Operations Center
142,Clint009,2017-12-05,Twitter for iPad,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""",Canada
125,RenesPoints,2017-12-05,Twitter Web Client,0,0,0,"b""HOLY @Skyteam Batman! - #Aeromexico eyes #Delta 's CSeries jet order amid U.S. trade spat https://t.co/UDCO772t8g via @Nasdaq""",✈ Check ☟ out ☟ my blog ☟
125,CSeriesFan,2017-12-05,Twitter Web Client,0,2,0,"b'RT @high98: Bombardier\xe2\x80\x99s Cromer on CSeries Deal with Airbus, US-Canada Trade Relations https://t.co/5M1qEGx4ZD via @YouTube'",Canada
95,CSeriesFan,2017-12-05,Twitter Web Client,1,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/kfMGWrt0c8""",Canada
84,airlinegossip,2017-12-05,Twitter for iPad,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid US trade spat\nhttps://t.co/0NC2ZiImgh""",39000 FEET
142,LarocqueSyl,2017-12-05,Twitter for Android,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Montréal, Québec"
135,Sadogashima123,2017-12-05,Twitter for iPhone,0,3,0,"b""RT @ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/LgZprcUUec https://t.co/iTLiMFXWES""",石川県
142,DalydeGagne,2017-12-05,Janetter for Android,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""",Winnipeg
135,sadogashima3210,2017-12-05,Twitter for iPhone,0,3,0,"b""RT @ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/LgZprcUUec https://t.co/iTLiMFXWES""",石川県です
131,nimorubenchiwa,2017-12-05,IFTTT,0,0,0,"b""ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/vfRBcbtwsM https://t.co/S08hIyzVR4""",Charlotte
135,mwakz,2017-12-05,Twitter for Android,0,3,0,"b""RT @ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/LgZprcUUec https://t.co/iTLiMFXWES""","Nairobi,Kenya"
131,InvestingLatest,2017-12-05,IFTTT,0,0,0,"b""ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/7oarMI5rCE https://t.co/bq1dYW7W2P""",
119,ReutersBiz,2017-12-05,trueAnthem,7,3,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/LgZprcUUec https://t.co/iTLiMFXWES""",Where you are
95,jesusrg1,2017-12-05,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/Z3p5su0o8L""","Montreal, QC, Canada"
142,bouroux,2017-12-05,Twitter Web Client,0,3,1,b'RT @theFliegerFaust: #Aeromexico would offer a short-term solution to #Bombardier and #Delta first few #CSeries https://t.co/YruKPaB8Oo htt\xe2\x80\xa6',Montreal  Canada
107,MO_Gagne1,2017-12-05,Twitter for iPhone,0,3,0,"b""RT @high98: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/UMC5UZcBeu""",Cap-Rouge
125,bouroux,2017-12-05,Twitter Web Client,0,2,0,"b'RT @high98: Bombardier\xe2\x80\x99s Cromer on CSeries Deal with Airbus, US-Canada Trade Relations https://t.co/5M1qEGx4ZD via @YouTube'",Montreal  Canada
104,reneverge,2017-12-05,Twitter for iPhone,0,0,0,b'#Aeromexico eyes #Delta #Bombardier #CSeries jet order amid U.S. trade dispute.  https://t.co/k7FwZxOGBG',"Montréal, Québec, Canada"
118,BNN,2017-12-05,Hootsuite,5,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: Report https://t.co/gZe1TGv8IP https://t.co/OzfRzuO3xB""","Toronto, Ontario"
96,bouroux,2017-12-05,Twitter Web Client,5,1,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat - Reuters https://t.co/9uSqpSBJuC""",Montreal  Canada
107,bouroux,2017-12-05,Twitter Web Client,0,3,0,"b""RT @high98: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/UMC5UZcBeu""",Montreal  Canada
130,Francisc0Dehesa,2017-12-05,Twitter for iPad,0,1,0,"b'RT @Arturo_Sarukhan: ""@Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. #Trade Spat: Sources"" https://t.co/k4seNNyx23, @nytimes'",CDMX
109,Arturo_Sarukhan,2017-12-05,Twitter Web Client,1,1,0,"b'""@Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. #Trade Spat: Sources"" https://t.co/k4seNNyx23, @nytimes'","Washington, DC"
142,diazbriseno,2017-12-05,Twitter Web Client,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Washington, DC"
97,ExactOptionPick,2017-12-05,ExactOptionPick,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources - https://t.co/fvKW1dYttf""","Miami, FL"
142,blmersereau,2017-12-05,TweetDeck,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""",Ottawa
97,TonitaCruuz,2017-12-05,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources-- https://t.co/xM1kc06csf""",
107,Owl1725,2017-12-05,Twitter for Android,0,3,0,"b""RT @high98: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/UMC5UZcBeu""",
142,reutersLjungg,2017-12-05,Twitter for iPhone,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Ottawa, Canada"
141,AirplaneGuy2013,2017-12-05,Twitter for Android,0,0,1,b'@matthew007800 @onetwtuser @alegomezhdez @BoeingAirplanes Not with the CSeries upgrades once the merger is legally\xe2\x80\xa6 https://t.co/WPCX0gQrG5',Flight Operations Center
115,edabraham,2017-12-05,Twitter for iPhone,0,0,0,b'#Aeromexico eyes #Delta \xe2\x80\x98s #CSeries #jet order amid #U.S. trade spat: sources https://t.co/Z8sPn3iWjh #Bombardier',"Plano, TX"
118,SpeedBird_NCL,2017-12-05,Hootsuite,3,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat:\nhttps://t.co/D1x7Jfowah\n#Aviation #Aircraft #Airline',Worldwide
95,DaveGajadar,2017-12-04,Twitter for Android,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/QBMcEarrsy""",Canada
140,sgpElections,2017-12-04,The Tweeted Times,0,0,1,"b""#sgelection: Aeromexico eyes Delta's CSeries jet order amid US trade spat: sour\xe2\x80\xa6 https://t.co/0N7yoYoN0d, see more https://t.co/X2cxXsanhB""",Singapore
95,high98,2017-12-04,Twitter Web Client,10,3,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/UMC5UZcBeu""",
129,high98,2017-12-04,Twitter Web Client,0,1,0,b'RT @Asianbiznett: Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid US trade spat: sources https://t.co/WgrjesinmS #Asia #Business',
113,high98,2017-12-04,Twitter Web Client,6,2,0,"b'Bombardier\xe2\x80\x99s Cromer on CSeries Deal with Airbus, US-Canada Trade Relations https://t.co/5M1qEGx4ZD via @YouTube'",
99,djshirlaw,2017-12-04,Twitter Web Client,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat: sources - https://t.co/M8lbNipLtK',
111,VictoriaVenega7,2017-12-04,Twitter for Android,0,4,0,"b""RT @ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/V67hy5LOj4""",
